tipo do objeto,maps-user,nome por extenso,sigla,nome,importar,código das escolas,CNES - Cadastro Nacional de Estabelecimentos de Saúde,endereço,nº,complemento,bairro,preposição,Distrito,Sub-prefeitura,CeP,município,UF,DDD,telefone,fax,e-mail,Nome do Contato,Cargo do contato,Site,CNPJ,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Fonte,Link,Texto Link,Data,Fonte,Link,Texto link,Data,descrição,Referencia (links),Palavras-chave (nome do projeto),Palavras-chave,Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave (Estado),Palavra-chave (Trilha 1/Igarassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 4/Igirassu),público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,Projeto,Área de abrangência,horário de funcionamento,código conselho tutelar,diretoria de ensino,situação de funcionamento,latitude,longitude,Código da Escola Municipal,Palavra-chave,Palavra-chave,Programas oferecidos (Contraturno),Programas Sócio educativos (1)
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Vasquinho ,,Creche Municipal Vasquinho,sim,33158037,,Rua Santo Antonio,s/n,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20921-180,Rio de Janeiro,RJ,21,3895-8655,,cmvasquinho@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,887325","-43,228283",107609,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Deputado Luiz Eduardo de Magalhães ,,Creche Municipal Deputado Luiz Eduardo de Magalhães,sim,33129290,,Rua Carlos Seidl,1141,,São Cristóvão,na,7ª Região Administrativa (São Cristóvão),Subprefeitura Centro e Centro Histórico,20931-001,Rio de Janeiro,RJ,21,3895-9100 / 3878-1610,,,,,,,Educação,,,,,,,,,,,,,,Centro e Centro Histórico,São Cristóvão,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,7ª Região Administrativa (São Cristóvão),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,898328689487","-43,233879708004",107602,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Capitão de Fragata Didier Barbosa Vianna ,,Escola Municipal Capitão de Fragata Didier Barbosa Vianna,sim,33086001,,Rua Noêmia Da Silveira,,,Tauá,na,20ª Região Administrativa (Ilha do Governador),Subprefeitura Ilha do Governador,21910-260,Rio de Janeiro,RJ,21,2465-0392 / 2465-0386,,emdidier@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Ilha do Governador,Tauá,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,20ª Região Administrativa (Ilha do Governador),,,,,,,,,,,,,,,em atividade,"-22,797595341329","-43,18220268221",420017,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Aspirante Carlos Alfredo ,,Escola Municipal Aspirante Carlos Alfredo,sim,33075999,,Rua Ibiá,105,,Turiaçu,na,15ª Região Administrativa (Madureira),Subprefeitura Zona Norte,21540-070,Rio de Janeiro,RJ,21,3018-2591 / 3018-2629,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Turiaçu,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,15ª Região Administrativa (Madureira),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,860577562541","-43,344628163195",515061,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Figueiredo Pimentel ,,Escola Municipal Figueiredo Pimentel,sim,33076111,,Praça Miranda Ribeiro,s/n,,Turiaçu,na,15ª Região Administrativa (Madureira),Subprefeitura Zona Norte,21540-220,Rio de Janeiro,RJ,21,3018-2908,,empimentel@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Turiaçu,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,15ª Região Administrativa (Madureira),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8637","-43,341",515062,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Padre José Maurício Tomas ,,Escola Municipal Padre José Maurício Tomas,sim,33076316,,Rua Ibiá,517,,Turiaçu,na,15ª Região Administrativa (Madureira),Subprefeitura Zona Norte,21540-070,Rio de Janeiro,RJ,21,3018-2957,,emtomas@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Turiaçu,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,15ª Região Administrativa (Madureira),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8592","-43,3421",515063,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Sergipe ,,Escola Municipal Sergipe,sim,33074747,,Rua Itapuã,,,Vicente de Carvalho,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21370-560,Rio de Janeiro,RJ,21,2482-8800 / 2482-8805,,emsergipe@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vicente de Carvalho,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,856360454309","-43,313597317792",514004,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Bolívia ,,Escola Municipal Bolívia,sim,33074356,,Praça Cotegi,,,Vicente de Carvalho,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21371-430,Rio de Janeiro,RJ,21,2482-9332 / 3457-6399,,embolivia@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vicente de Carvalho,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8568","-43,3163",514005,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Acalanto ,,Creche Municipal Acalanto,sim,33147434,,Avenida Martin Luther King Junior,s/n,,Vicente de Carvalho,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21370-540,Rio de Janeiro,RJ,21,3457-1159,,cmacalanto@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vicente de Carvalho,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,860810882164","-43,307565313106",514606,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Sementinha ,,Creche Municipal Sementinha,sim,33147426,,Rua Gregório De Matos,"Lote 3, Quadra 9",,Vicente de Carvalho,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21240-670,Rio de Janeiro,RJ,21,2475-9204 / 2475-9202,,emgouvea@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vicente de Carvalho,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8603","-43,3184",514607,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal República do Libano ,,Escola Municipal República do Libano,sim,33070830,,Praça Elba,1215,,Vigário Geral,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21241-170,Rio de Janeiro,RJ,21,2475-9201 / 2475-9200,,emlibano@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vigário Geral,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8132","-43,3096",431018,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Alfredo Valladão ,,Escola Municipal Alfredo Valladão,sim,33070407,,Praça Irineu Machado,20,,Vigário Geral,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21240-000,Rio de Janeiro,RJ,21,2475-9206 / 2475-9205,,emvalladao@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vigário Geral,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,809965385721","-43,313462449074",431020,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Heitor Beltrão ,,Escola Municipal Heitor Beltrão,sim,33070601,,Rua Otranto,,,Vigário Geral,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21241-090,Rio de Janeiro,RJ,21,2475-9208 / 2475-9207,,embeltrao@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vigário Geral,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8157","-43,3076",431021,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Eneyda Rabello de Andrade ,,Escola Municipal Eneyda Rabello de Andrade,sim,33070563,,Praça Alberto Torres,,,Vigário Geral,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21241-350,Rio de Janeiro,RJ,21,2475-9210 / 2475-9209,,emeneyda@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vigário Geral,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8068","-43,3172",431022,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Mestre Cartola Agenor de Oliveira ,CIEP,Centro Integrado de Educação Pública Mestre Cartola Agenor de Oliveira,sim,33069824,,Rua da Democracia,s/n,,Vigário Geral,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21210-720,Rio de Janeiro,RJ,21,3453-6464 / 3455-4636,,ciepcartola@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vigário Geral,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,808540257032","-43,301212584686",431501,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Coração de Geneve ,,Creche Municipal Coração de Geneve,sim,33096546,,Rua Manoel Luz,s/n,,Vigário Geral,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21241-000,Rio de Janeiro,RJ,21,2475-9211,,cmcgeneve@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vigário Geral,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8071","-43,3043",431604,,,,
O,http://maps.mootiro.org/user/profile/267,O Centro Cultural Manoel Bandeira,,Centro Cultural Manoel Bandeira,sim,,,Avenida Joaquim Nabuco,s/n,Sítio Histórico,Centro,,,,53610-070,Igarassu,PE,,,,,,,,,Cultura e Arte,,,,,,,,,,,,Centro de artes e cultura,,Mapa de oportunidades,Centro,Igarassu,Centro Cultural,Fixo,Pernambuco,Trilha de conhecimento,Trilhas complementares,sem ponto,sem telefone,todos,comunidade,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
R,http://maps.mootiro.org/user/profile/267,A Praça da Mombaba,,Praça da Mombaba,sim,,,Beira Mar I,s/n,Beira Mar I,Centro,,,,53610-270,Igarassu,PE,,,,,,,,,Desenvolvimento comunitário,,,,,,,,,,,,Espaço de Convivência Familiar e Comunitário que passou por uma reforma estrutural junto com a comunidade dentro do Projeto de Ambiência Comunitária da Aldeias Infantis SOS Brasil - Igarassu com apoio de empresas locais. Na praça são desenvolvidas algumas oficinas culturais que fazem parte das ações de fortalecimento familiar e comunitário da Aldeia Igarassu. ,,Mapa de oportunidades,Centro,Igarassu,Praça,sem ponto,Pernambuco,Trilha de conhecimento,Trilha de sustentabilidade,Trilhas complementares,Fixo,todos,,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,Parceiro Aldeias Igarassu,sem telefone,,
O,http://maps.mootiro.org/user/profile/267,A Barbearia do Ronaldo,,Barbearia do Ronaldo,sim,,,Rua Santina Gomes de Andrade,s/n,Praça das Kombis,Centro,,,,53610-270,Igarassu,PE,,,,,Ronaldo,Cabeleleiro,,,Geração de renda,,,,,,,,,,,,Espaço onde as crianças do acolhimento frequentam para sua higiene pessoal. ,,Mapa de oportunidades,Centro,Igarassu,Serviços,Fixo,Pernambuco,Trilha de apoio,Parceiro Aldeias Igarassu,sem ponto,sem telefone,todos,comunidade,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/267,A Eletro Ferragem,,Eletro Ferragem,sim,,,Avenida Mário Melo,221,,Centro,,,,53600-000,Igarassu,PE,81,9673-0018,,gilvaneletroferragens@uol.com.br,Gilvan,Dono,,,Geração de renda,,,,,,,,,,,,Armazen  de construção,,Mapa de oportunidades,Centro,Igarassu,Empresa,Fixo,Pernambuco,Trilha de sustentabilidade,sem ponto,,,todos,,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/269,O Centro de Referência em Assistência Social de Igarassu,CRAS,Centro de Referência em Assistência Social de Igarassu,sim,,,Rua Salatiel Frutos de Macêdo,570,Próximo ao terminal do ônibus Tabajara,Beira-Mar I,,,,53610-453,Igarassu,PE,81,3543-2179,,,Hélia,Coordenadora,,,Assistência Social,,,,,,,,,,,,"O Centro de Referência da Assistência Social é uma unidade pública estatal localizada em áreas com maiores índices de vulnerabilidade e risco social, destinada ao atendimento socioassistencial de famílias. O CRAS é o principal equipamento de desenvolvimento dos serviços socioassistenciais da Proteção Social Básica. Constitui espaço de concretização dos direitos socioassistenciais nos territórios, materializando a política de assistência social. ",,Mapa de oportunidades,Beira-Mar I,Igarassu,Assistência Social,Fixo,Pernambuco,Trilha de apoio,Parceiro Aldeias Igarassu ,sem ponto,,famílias,todos,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/269,O Centro de Referência Especializado de Assistência Social de Igarassu,CREAS,Centro de Referência Especializado de Assistência Social de Igarassu,sim,,,Rua África do Sul,2,Praça das Kombis,Centro,,,,53600-000,Igarassu,PE,81,3543-1148,,creasigarassu@bol.com.br,Helena ,Psicóloga,,,Assistência Social,,,,,,,,,,,,"O Centro de Referência Especializado de Assistência Social (Creas) configura-se como uma unidade pública e estatal, que oferta serviços especializados e continuados a famílias e indivíduos em situação de ameaça ou violação de direitos (violência física, psicológica, sexual, tráfico de pessoas, cumprimento de medidas socioeducativas em meio aberto, etc.).",,Mapa de oportunidades,Centro,Igarassu,Assistência Social,Fixo,Pernambuco,Trilha de apoio,Parceiro Aldeias Igarassu ,sem ponto,,famílias,todos,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/269,O Centro de Convivência dos Idosos de Igarassu,,Centro de Convivência dos Idosos de Igarassu,sim,,,Rua Santina Gomes de Andrade,31,Loteamento Centro de Igarassu,Centro,,,,53610-270,Igarassu,PE,81,3543-1817,,,Kátia Cristiane S. da Silva,Gestora,,10.359.560/0001-90,Assistência Social,,,,,,,,,,,,Espaço de convivência para idosos que desenvolve atividades diárias voltadas para este público.,,Mapa de oportunidades,Centro,Igarassu,Centro de Convivência ,Abrigo,Pernambuco,Trilha de conhecimento,Trilha de apoio,Fixo,Parceiro Aldeias Igarassu ,idosos(>60 anos),,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,sem ponto,,,
R,http://maps.mootiro.org/user/profile/259,O Programa de Erradicação do Trabalho Infantil Igarassu I,PETI,Programa de Erradicação do Trabalho Infantil Igarassu I,sim,,,Rua Santa Cruz,s/n,,Três Ladeiras,,,,53670-000,Igarassu,PE,81,8620-5265,,,Cintia ,Coordenadora,,,Assistência Social,,,,,,,,,,,,"O Programa de Erradicação do Trabalho Infantil (Peti) articula um conjunto de ações visando à retirada de crianças e adolescentes de até 16 anos das práticas de trabalho infantil, exceto na condição de aprendiz a partir de 14 anos. ",http://www.mds.gov.br/assistenciasocial/peti,Mapa de oportunidades,Três Ladeiras,Igarassu,Serviços socioeducativos,Fixo,Pernambuco,Trilhas complementares,Trilha de apoio,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
R,http://maps.mootiro.org/user/profile/259,O Programa de Erradicação do Trabalho Infantil Igarassu II,PETI,Programa de Erradicação do Trabalho Infantil Igarassu II,sim,,,Rua Vereador Walfredo Cavalcanti,45,,Centro,,,,53620-545,Igarassu,PE,81,8620-5265,,,Cintia,Coordenadora,,,Assistência Social,,,,,,,,,,,,"O Programa de Erradicação do Trabalho Infantil (Peti) articula um conjunto de ações visando à retirada de crianças e adolescentes de até 16 anos das práticas de trabalho infantil, exceto na condição de aprendiz a partir de 14 anos.",http://www.mds.gov.br/assistenciasocial/peti,Mapa de oportunidades,Centro,Igarassu,Serviços socioeducativos,Fixo,Pernambuco,Trilhas complementares,Trilha de apoio,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/259,O Programa de Erradicação do Trabalho Infantil Igarassu III,PETI,Programa de Erradicação do Trabalho Infantil Igarassu III,sim,,,Rua Ernesto Candido de Souza,770,,Centro,,,,53620-432,Igarassu,PE,81,8620-5265,,,Cintia,Coordenadora,,,Assistência Social,,,,,,,,,,,,"O Programa de Erradicação do Trabalho Infantil (Peti) articula um conjunto de ações visando à retirada de crianças e adolescentes de até 16 anos das práticas de trabalho infantil, exceto na condição de aprendiz a partir de 14 anos.",http://www.mds.gov.br/assistenciasocial/peti,Mapa de oportunidades,Centro,Igarassu,Serviços socioeducativos,Fixo,Pernambuco,Trilhas complementares,Trilha de apoio,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/259,O Programa de Erradicação do Trabalho Infantil Igarassu IV,PETI,Programa de Erradicação do Trabalho Infantil Igarassu IV,sim,,,Loteamento Alto do Ceú,s/n,Escola Francisco Simões,Alto do Céu,,,,53650-805,Igarassu,PE,81,8620-5265,,,Cintia,Coordeandora,,,Assistência Social,,,,,,,,,,,,"O Programa de Erradicação do Trabalho Infantil (Peti) articula um conjunto de ações visando à retirada de crianças e adolescentes de até 16 anos das práticas de trabalho infantil, exceto na condição de aprendiz a partir de 14 anos.",http://www.mds.gov.br/assistenciasocial/peti,Mapa de oportunidades,Alto do Céu,Igarassu,Serviços socioeducativos,Fixo,Pernambuco,Trilhas complementares,Trilha de apoio,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,,,,
O,http://maps.mootiro.org/user/profile/269,O  Conselho Municipal de Defesa dos Direitos da Criança e do Adolescente de Igarassu,COMDICA, Conselho Municipal de Defesa dos Direitos da Criança e do Adolescente de Igarassu,sim,,,Rua Pedro de Melo Costa,40,,Centro,,,,53610-390,Igarassu,PE,81,3543-0075,,comdica_igarassu@ig.com.br ,Regina,Presidente,,01.201.449/0001-80,Direitos e assuntos legais,Apoio a organizações de sociedade civil,Promoção de direitos humanos,,,,,,,,,,"O Conselho Municipal dos Direitos da Criança e do Adolescente (COMDICA) é um órgão responsável pelo acompanhamento, avaliação, controle e deliberação das ações públicas desenvolvidas pela rede de promoção e defesa da infância e adolescência, controlador das ações e gestor do Fundo Municipal dos Direitos da Criança e do Adolescente (FMDCA), que tem entre outras funções a finalidade de articular as ações governamentais e não governamentais do município nas iniciativas de proteção e defesa dos direitos da criança e do adolescente.",,Mapa de oportunidades,Centro,Igarassu,Conselho,Sistema de garantia de direitos ,Pernambuco,Trilha de conhecimento,Trilha de apoio,Fixo,Parceiro Aldeias Igarassu ,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),ONGs,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,sem ponto,,,
R,http://maps.mootiro.org/user/profile/269,A Igreja São Sebastião,,Igreja São Sebastião,sim,,,Largo de São Sebastião,s/n,,Sítio Histórico,,,,53600-000,Igarassu,PE,,,,,,,,,Cultura e Arte,,,,,,,,,,,,Saiba mais da sua história em: ,http://igarassu.pe.gov.br/turismo/conteudo/117/Capela%20de%20S%C3%A3o%20Sebasti%C3%A3o,Mapa de oportunidades,Sítio Histórico,Igarassu,Patrimônio Histórico,Instituição religiosa,Pernambuco,Trilha de conhecimento,Trilhas complementares,Fluxo,sem ponto,moradores,turistas,,,,,http://maps.mootiro.org/project/mapa-de-oportunidades-do-programa-aldeias-infantis-sos-brasil-pe,,,,,,,,,sem telefone,,,
